LobbyingEntity,DateRange,Lobbyist,Client,House/Senate,BillNumber,BillActivity,AgentPosition,Amount,DirectBusinessAssosciation
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,674,An Act to ensure effective health care as a right,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John C Bartley,Massachusetts Association of Health Underwriters,House Bill,5150,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Amendment #389 - PANDAS/PANS Insurance Coverage,,
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John C Bartley,Massachusetts Association of Health Underwriters,N/A,Senate Bill,697,An Act establishing a public health option,,
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John C Bartley,Massachusetts Association of Health Underwriters,N/A,Senate Bill,680,An Act relative to children with medical complexity,,
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,House Bill,3672,An Act relative to event data recorders in autonomous vehicles,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,House Bill,4879,An Act enabling partnerships for growth,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,House Bill,4810,An Act relative to motor vehicle service contracts,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,House Bill,4933,An Act creating a 2050 roadmap to a clean and thriving commonwealth,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,Senate Bill,2813,An Act authorizing and accelerating transportation investment,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,House Bill,4912,An Act creating a 2050 roadmap to a clean and thriving commonwealth,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,Senate Bill,2804,An Act relative to motor vehicle service contracts,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,House Bill,5115,An Act relative to consumer protection on online automobile franchise transactions,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,Senate Bill,2836,An Act authorizing and accelerating transportation investment,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,Senate Bill,2056,An Act relative to the cybersecurity of the internet connected devices and autonomous vehicles,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,Senate Bill,2498,"An Act to accelerate the transition of cars, trucks and buses to carbon-free power",Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,Senate Bill,2069,An Act relative to mobile carrying devices,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,Senate Bill,2466,An Act relative to vehicle recalls,Support,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,Senate Bill,107,An Act relative to the digital right to repair,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,Executive,Massachusetts Department of Transportation (MassDOT),Activity regarding the prohibition of Hydrogen Fuel Cell vehicles in Massachusetts Department of Transportation tunnels,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,House Bill,5167,An Act relative to consumer protection on online automobile franchise transactions,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,Senate Bill,2995,An Act creating a next-generation roadmap for Massachusetts climate policy,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,Senate Bill,625,An Act relative to motor vehicle service contracts,Neutral,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,Executive,Office of the Governor,"Discussions on continuing operations of vehicle repair, maintenance and sales facilities during State of Emergency",Support,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,Senate Bill,2669,"An Act further regulating business practices between motor vehicle dealers, manufacturers, and distributors",Oppose,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,House Bill,4302,"An Act to Enhance, Update and Protect the 2013 Motor Vehicle Right to Repair Law",Oppose,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,Alliance for Automotive Innovation,House Bill,2809,An Act to increase the use of zero emission vehicles in the Commonwealth,Support,$0.00,N/A
Beacon Hill Consulting Group,07/01/2020 - 12/31/2020,John P Burke,The Literacy Lab,House Bill,2,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",- Advocating an appropriation for Literacy Lab’s Reading Corps,,
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,House Bill,1133,An Act to ensure prescription drug cost transparency and affordability,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,House Bill,1732,An Act providing access to full spectrum addiction treatment services,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,House Bill,1126,An Act to ensure affordable health connector coverage,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,2769,An Act putting patients first,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,House Bill,1163,An Act establishing a special commission to study the implementation of single payer health care in the Commonwealth,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,House Bill,991,An Act advancing and expanding access to telemedicine services,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,House Bill,955,An Act relative to payments for use of ambulance services,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,596,An Act relative to full application of telemedicine coverage,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,House Bill,1134,An Act relative to provide immediate relief to businesses on health care costs,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,1150,An Act providing access to full spectrum addiction treatment services,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,680,An Act relative to children with medical complexity,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,697,An Act establishing a public health option,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,696,An Act to promote transparency and cost control of pharmaceutical drug prices,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,715,An Act relative to pharmaceutical price transparency and cost sharing,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,712,An Act to promote transparency and prevent price gouging of pharmaceutical drug prices,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,House Bill,946,An Act relative to payments for use of ambulance services,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,612,An Act advancing and expanding access to telemedicine services,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,711,An Act relative to coverage for chronic illness,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,706,An Act to ensure prescription drug cost transparency and affordability,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,674,An Act to ensure effective health care as a right,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,721,An Act relative to mandatory prescription drug coverage,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Senate Bill,655,An Act relative to ambulance service reimbursement,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Massachusetts Association of Health Underwriters,Executive,Office of the Governor,Continued monitoring of the Merged Market Advisory Council meetings,Support,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Boston Graduate School of Psychoanalysis,House Bill,4457,An Act relative to the licensure of behavior analysts,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Boston Graduate School of Psychoanalysis,House Bill,1697,An Act relative to increasing access to psychological services,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Boston Graduate School of Psychoanalysis,House Bill,87,An Act relative to applied behavior analysis services,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Boston Graduate School of Psychoanalysis,Senate Bill,55,An Act relative to applied behavior analysis services,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Boston Graduate School of Psychoanalysis,Senate Bill,1802,An Act providing for third party expert evaluation of scope of practice legislation,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Boston Graduate School of Psychoanalysis,Senate Bill,134,An Act relative to applied behavior analysts,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Boston Graduate School of Psychoanalysis,House Bill,1844,An Act relative to facilitating the utilization of psychologists on the health care team,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Boston Graduate School of Psychoanalysis,House Bill,3479,An Act relative to applied behavior analysts,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Boston Graduate School of Psychoanalysis,Senate Bill,1125,An Act relative to facilitating the utilization of psychologists on the health care team,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,C.G. Jung Institute - Boston,House Bill,87,An Act relative to applied behavior analysis services,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,C.G. Jung Institute - Boston,House Bill,3479,An Act relative to applied behavior analysts,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,C.G. Jung Institute - Boston,Senate Bill,134,An Act relative to applied behavior analysts,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,C.G. Jung Institute - Boston,Senate Bill,55,An Act relative to applied behavior analysis services,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,C.G. Jung Institute - Boston,House Bill,4457,An Act relative to the licensure of behavior analysts,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,C.G. Jung Institute - Boston,Senate Bill,1802,An Act providing for third party expert evaluation of scope of practice legislation,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",House Bill,4126,An Act relative to transparency in employee benefits reporting in private construction,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",Senate Bill,1902,An Act further defining fraud in public construction contracts,Support,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",Senate Bill,2700,"An Act to provide liability protections for contractors, sub-contractors and unions during the COVID-19 Pandemic",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",House Bill,4744,"An Act to provide liability protections for contractors, sub-contractors and unions during the COVID-19 Pandemic",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",House Bill,4460,An Act relative to apprenticeship programs,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",House Bill,1610,"An Act to prevent wage theft, promote employer accountability, and enhance public enforcement",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",House Bill,2730,An Act relative to neutrality in public contracts,Support,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",House Bill,1668,An Act relative to prevailing wages,Support,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",Senate Bill,1902,An Act further defining fraud in public construction contracts,Support,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",House Bill,1620,An Act relative to apprenticeship programs,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",Senate Bill,2760,An Act relative to the use of force accounts,Support,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",Senate Bill,1066,"An Act to prevent wage theft, promote employer accountability, and enhance public enforcement",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",Senate Bill,930,An Act relative to statutes of repose,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",Senate Bill,1044,An Act relative to apprenticeship programs,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",Senate Bill,835,An Act relative to construction defect claims by condominium owners,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",Senate Bill,2712,An Act relative to apprenticeship programs,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",House Bill,2861,An Act relative to encourage predictability in utility connections,Support,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",Senate Bill,1825,An Act relative to increasing transparency in public construction,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",House Bill,2675,An Act relative to bidding for public construction contracts,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",Senate Bill,1909,An Act justifying the use of project labor agreements,Support,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",House Bill,1599,An Act relative to compliance with the prevailing wage laws of the Commonwealth,Oppose,$0.00,House Bill
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",4460,An Act relative to apprenticeship programs,Oppose,,,Senate Bill
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",1799,An Act further regulating certain light frame residential construction,Neutral,,,House Bill
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Associated Builders and Contractors, MA Chapter",1371,An Act relative to private construction contracts,Oppose,,,1062
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2828,An Act to modernize our natural gas infrastructure,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1753,An Act relative to the taxation of natural gas infrastructure,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,2013,An Act ensuring public safety at natural gas sites,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2822,An Act increasing service quality penalty against electric and gas companies,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,853,An Act to assure the attainment of greenhouse gas emissions goals in the alternative portfolio standard,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,2012,An Act to reduce gas leaks,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,4555,An Act for field safety in gas infrastructure,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1934,An Act requiring public interest considerations in gas infrastructure expansion proceedings,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,2514,An Act relative to gas infrastructure and public safety,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2848,An Act ensuring gas safety and consumer fairness,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1952,An Act relative to gas leaks and infrastructure,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2845,An Act to promote gas safety,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1754,"An Act relative to the taxation of above ground conduits, wires, and pipes used in the transportation of natural gas",Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,4745,An Act providing hazard pay for essential workers in the COVID-19 emergency,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2864,An Act protecting ratepayers from gas pipeline expansion costs,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1966,An Act to promote gas safety,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2899,An Act relative to conservation and natural gas infrastructure,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1969,An Act relative to improving gas workers field safety,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2883,An Act relative to disaster preparedness,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1967,An Act relative to natural gas safety and responsibility,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2916,An Act affirming that consumers not be forced to pay capital costs of natural gas pipelines,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1999,An Act relative to net metering,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2907,An Act requiring legislative approval of natural gas compressor stations,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1991,An Act relative to the impact of natural gas transfer facilities on public health,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2847,An Act to ensure safety and transparency in pipeline repair,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1940,An Act for utility transition to using renewable energy (FUTURE),Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1950,"An Act ensuring the safety of residents, first responders, and gas workers",Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2906,An Act requiring executive agency liability,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1980,An Act protecting ratepayers from gas pipeline expansion costs,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2901,An Act for field safety in gas infrastructure,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1975,An Act relative to the Department of Public Utilities' proceedings and gas pipelines,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2850,An Act relative to natural gas safety and responsibility,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1963,An Act to ensure safety and transparency in pipeline repair,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2058,An Act relative to combustible gas detectors,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,3791,An Act establishing a natural gas demand response pilot program,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,2009,An Act to reduce greenhouse gas emissions,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,House Bill,2849,An Act for utility transition to using renewable energy (FUTURE),Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,The Berkshire Gas Company,Senate Bill,1959,An Act relative to ensuring gas safety and consumer fairness,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,New England Trail Riders Association,Executive,Executive Office of Energy and Environmental Affairs (EEA),"Monitor the activities of the Off-Highway Vehicle Advisory Committee, established in CH.202 of the Acts of 2010",Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,New England Trail Riders Association,Senate Bill,2091,An Act to promote and advance motorcycle safety,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,New England Trail Riders Association,Executive,Executive Office of Energy and Environmental Affairs (EEA),Advocating for additional motorized trails within the Department of Conservation and Recreation,Support,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,New England Trail Riders Association,House Bill,3043,An Act relative to motorcycle safety,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,New England Trail Riders Association,House Bill,2975,An Act relative to Chapter 90B,Support,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Penn National Gaming, Inc.",Senate Bill,223,An Act to responsibly protect employment and revenue derived from the Commonwealth's gaming industry,Support,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Penn National Gaming, Inc.",Senate Bill,201,An Act to regulate sports wagering,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Penn National Gaming, Inc.",House Bill,4817,An Act extending simulcasting and horse racing authorization,Support,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Penn National Gaming, Inc.",House Bill,368,An Act to responsibly protect employment and revenue derived from the Commonwealth’s gaming industry,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Penn National Gaming, Inc.",House Bill,322,An Act to promote horse racing in the Commonwealth,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Penn National Gaming, Inc.",House Bill,68,An Act expanding sports wagering in the Commonwealth,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Penn National Gaming, Inc.",House Bill,373,An Act relative to sports wagering,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Penn National Gaming, Inc.",House Bill,4559,An Act to regulate sports wagering,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Penn National Gaming, Inc.",House Bill,366,An Act to regulate sports wagering,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"Penn National Gaming, Inc.",Senate Bill,101,An Act relative to regulating horse racing and wagering,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,House Bill,1155,An Act relative to parity of treatment with substance abuse,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,House Bill,1029,An Act to further define medical necessity determinations,Neutral,$0.00,N/A
